Timestamp,X,Y,Z
[1.72615807e+09],-9.15,-0.43,3.53
[1.72615807e+09],-9.13,-0.42,3.6
[1.72615807e+09],-9.16,-0.37,3.55
[1.72615807e+09],-9.15,-0.37,3.53
[1.72615807e+09],-9.16,-0.37,3.38
[1.72615807e+09],-9.15,-0.39,3.32
[1.72615807e+09],-9.15,-0.38,3.14
[1.72615807e+09],-9.13,-0.4,3.27
[1.72615807e+09],-9.13,-0.39,3.46
[1.72615807e+09],-9.11,-0.43,3.69
[1.72615807e+09],-9.09,-0.47,3.81
[1.72615807e+09],-9.11,-0.5,3.79
[1.72615807e+09],-9.16,-0.44,3.64
[1.72615807e+09],-9.13,-0.43,3.52
[1.72615807e+09],-9.17,-0.43,3.52
[1.72615807e+09],-9.2,-0.42,3.6
[1.72615807e+09],-9.16,-0.42,3.48
[1.72615807e+09],-9.15,-0.4,3.56
[1.72615807e+09],-9.12,-0.4,3.54
[1.72615807e+09],-9.14,-0.38,3.44
[1.72615807e+09],-9.17,-0.36,3.44
[1.72615807e+09],-9.18,-0.39,3.37
[1.72615807e+09],-9.17,-0.35,3.38
[1.72615807e+09],-9.17,-0.36,3.35
[1.72615807e+09],-9.12,-0.42,3.4
[1.72615807e+09],-9.11,-0.39,3.37
[1.72615807e+09],-9.12,-0.4,3.4
[1.72615807e+09],-9.11,-0.44,3.43
[1.72615807e+09],-9.13,-0.38,3.47
[1.72615807e+09],-9.12,-0.42,3.5
[1.72615807e+09],-9.13,-0.4,3.54
[1.72615807e+09],-9.16,-0.37,3.54
[1.72615807e+09],-9.12,-0.38,3.6
[1.72615807e+09],-9.14,-0.39,3.54
[1.72615807e+09],-9.15,-0.34,3.56
[1.72615807e+09],-9.16,-0.36,3.6
[1.72615807e+09],-9.14,-0.38,3.54
[1.72615807e+09],-9.19,-0.4,3.53
[1.72615807e+09],-9.19,-0.39,3.53
[1.72615807e+09],-9.19,-0.39,3.54
[1.72615807e+09],-9.16,-0.44,3.54
[1.72615807e+09],-9.16,-0.41,3.52
[1.72615807e+09],-9.13,-0.46,3.47
[1.72615807e+09],-9.14,-0.4,3.5
[1.72615807e+09],-9.12,-0.39,3.48
[1.72615807e+09],-9.13,-0.42,3.5
[1.72615807e+09],-9.11,-0.4,3.46
[1.72615807e+09],-9.1,-0.42,3.48
[1.72615807e+09],-9.13,-0.4,3.45
[1.72615807e+09],-9.15,-0.37,3.47
[1.72615807e+09],-9.14,-0.36,3.52
[1.72615807e+09],-9.14,-0.4,3.48
[1.72615807e+09],-9.16,-0.39,3.46
[1.72615807e+09],-9.16,-0.36,3.5
[1.72615807e+09],-9.16,-0.37,3.48
[1.72615807e+09],-9.16,-0.4,3.5
[1.72615807e+09],-9.16,-0.4,3.52
[1.72615807e+09],-9.17,-0.42,3.45
[1.72615807e+09],-9.14,-0.42,3.49
[1.72615807e+09],-9.17,-0.45,3.55
[1.72615807e+09],-9.16,-0.49,3.53
[1.72615807e+09],-9.16,-0.48,3.54
[1.72615807e+09],-9.16,-0.43,3.57
[1.72615807e+09],-9.16,-0.38,3.52
[1.72615807e+09],-9.17,-0.39,3.52
[1.72615807e+09],-9.16,-0.38,3.54
[1.72615807e+09],-9.13,-0.41,3.56
[1.72615807e+09],-9.15,-0.42,3.54
[1.72615807e+09],-9.17,-0.43,3.39
[1.72615807e+09],-9.15,-0.42,3.68
[1.72615807e+09],-9.17,-0.37,3.76
[1.72615807e+09],-9.17,-0.36,3.6
[1.72615807e+09],-9.12,-0.37,3.47
[1.72615807e+09],-9.1,-0.4,3.48
[1.72615807e+09],-9.16,-0.41,3.46
[1.72615807e+09],-9.17,-0.41,3.46
[1.72615807e+09],-9.15,-0.44,3.51
[1.72615807e+09],-9.12,-0.46,3.51
[1.72615807e+09],-9.14,-0.46,3.43
[1.72615807e+09],-9.15,-0.49,3.44
[1.72615807e+09],-9.15,-0.49,3.5
[1.72615807e+09],-9.17,-0.46,3.49
[1.72615807e+09],-9.14,-0.42,3.46
[1.72615807e+09],-9.14,-0.37,3.5
[1.72615807e+09],-9.11,-0.33,3.46
[1.72615807e+09],-9.11,-0.33,3.51
[1.72615807e+09],-9.13,-0.32,3.52
[1.72615807e+09],-9.19,-0.35,3.52
[1.72615807e+09],-9.15,-0.35,3.55
[1.72615807e+09],-9.2,-0.34,3.55
[1.72615807e+09],-9.17,-0.37,3.56
[1.72615807e+09],-9.16,-0.39,3.52
[1.72615807e+09],-9.19,-0.43,3.49
[1.72615807e+09],-9.15,-0.43,3.49
[1.72615807e+09],-9.15,-0.45,3.51
[1.72615807e+09],-9.15,-0.45,3.52
[1.72615807e+09],-9.14,-0.44,3.5
[1.72615807e+09],-9.15,-0.48,3.54
[1.72615807e+09],-9.13,-0.5,3.48
[1.72615807e+09],-9.16,-0.45,3.48
[1.72615807e+09],-9.15,-0.46,3.44
[1.72615807e+09],-9.14,-0.43,3.49
[1.72615807e+09],-9.17,-0.41,3.46
[1.72615807e+09],-9.11,-0.43,3.46
[1.72615807e+09],-9.12,-0.41,3.44
[1.72615807e+09],-9.15,-0.44,3.51
[1.72615807e+09],-9.14,-0.42,3.43
[1.72615807e+09],-9.13,-0.4,3.41
[1.72615807e+09],-9.14,-0.38,3.42
[1.72615807e+09],-9.13,-0.36,3.44
[1.72615807e+09],-9.16,-0.42,3.43
[1.72615807e+09],-9.14,-0.41,3.43
[1.72615807e+09],-9.15,-0.37,3.42
[1.72615807e+09],-9.14,-0.4,3.43
[1.72615807e+09],-9.12,-0.41,3.42
[1.72615807e+09],-9.14,-0.39,3.5
[1.72615807e+09],-9.12,-0.36,3.48
[1.72615807e+09],-9.17,-0.39,3.48
[1.72615807e+09],-9.15,-0.4,3.47
[1.72615807e+09],-9.18,-0.38,3.48
[1.72615807e+09],-9.14,-0.37,3.52
[1.72615807e+09],-9.14,-0.37,3.5
[1.72615807e+09],-9.16,-0.4,3.48
[1.72615807e+09],-9.17,-0.4,3.45
[1.72615807e+09],-9.14,-0.39,3.52
[1.72615807e+09],-9.16,-0.38,3.48
[1.72615807e+09],-9.15,-0.37,3.49
[1.72615807e+09],-9.15,-0.38,3.5
[1.72615807e+09],-9.14,-0.38,3.46
[1.72615807e+09],-9.15,-0.4,3.46
[1.72615807e+09],-9.16,-0.37,3.48
[1.72615807e+09],-9.16,-0.4,3.46
[1.72615807e+09],-9.13,-0.43,3.53
[1.72615807e+09],-9.14,-0.42,3.53
[1.72615807e+09],-9.12,-0.4,3.48
[1.72615807e+09],-9.13,-0.38,3.5
[1.72615807e+09],-9.15,-0.38,3.49
[1.72615807e+09],-9.17,-0.38,3.49
[1.72615807e+09],-9.15,-0.37,3.44
[1.72615807e+09],-9.14,-0.38,3.48
[1.72615807e+09],-9.15,-0.4,3.46
[1.72615807e+09],-9.15,-0.41,3.51
[1.72615807e+09],-9.15,-0.39,3.46
[1.72615807e+09],-9.14,-0.38,3.48
[1.72615807e+09],-9.14,-0.4,3.49
[1.72615807e+09],-9.13,-0.41,3.5
[1.72615807e+09],-9.13,-0.43,3.45
[1.72615807e+09],-9.16,-0.42,3.43
[1.72615807e+09],-9.17,-0.41,3.47
[1.72615807e+09],-9.18,-0.43,3.48
[1.72615807e+09],-9.17,-0.42,3.48
[1.72615807e+09],-9.19,-0.41,3.51
[1.72615807e+09],-9.17,-0.43,3.49
[1.72615807e+09],-9.16,-0.42,3.51
[1.72615807e+09],-9.18,-0.4,3.46
[1.72615807e+09],-9.16,-0.42,3.45
[1.72615807e+09],-9.16,-0.43,3.44
[1.72615807e+09],-9.17,-0.45,3.48
[1.72615807e+09],-9.17,-0.46,3.51
[1.72615807e+09],-9.15,-0.44,3.42
[1.72615807e+09],-9.19,-0.44,3.52
[1.72615807e+09],-9.18,-0.38,3.76
[1.72615807e+09],-9.21,-0.38,3.58
[1.72615807e+09],-9.17,-0.37,3.5
[1.72615807e+09],-9.13,-0.38,3.47
[1.72615807e+09],-9.15,-0.39,3.44
[1.72615807e+09],-9.17,-0.38,3.38
[1.72615807e+09],-9.15,-0.4,3.41
[1.72615807e+09],-9.15,-0.42,3.49
[1.72615807e+09],-9.15,-0.49,3.51
[1.72615807e+09],-9.18,-0.48,3.45
[1.72615807e+09],-9.17,-0.49,3.46
[1.72615807e+09],-9.23,-0.5,3.45
[1.72615807e+09],-9.19,-0.48,3.42
[1.72615807e+09],-9.15,-0.42,3.39
[1.72615807e+09],-9.1,-0.39,3.4
[1.72615807e+09],-9.09,-0.34,3.44
[1.72615807e+09],-9.09,-0.36,3.45
[1.72615807e+09],-9.13,-0.38,3.46
[1.72615807e+09],-9.18,-0.4,3.55
[1.72615807e+09],-9.14,-0.35,3.5
[1.72615807e+09],-9.17,-0.36,3.53
[1.72615807e+09],-9.17,-0.37,3.53
[1.72615807e+09],-9.21,-0.42,3.5
[1.72615807e+09],-9.18,-0.4,3.55
[1.72615807e+09],-9.17,-0.44,3.48
[1.72615807e+09],-9.16,-0.43,3.45
[1.72615807e+09],-9.14,-0.46,3.53
[1.72615807e+09],-9.14,-0.49,3.56
[1.72615807e+09],-9.12,-0.44,3.52
[1.72615807e+09],-9.14,-0.43,3.51
[1.72615807e+09],-9.12,-0.44,3.46
[1.72615807e+09],-9.11,-0.43,3.47
[1.72615807e+09],-9.14,-0.43,3.51
[1.72615807e+09],-9.13,-0.43,3.46
[1.72615807e+09],-9.15,-0.42,3.45
[1.72615807e+09],-9.15,-0.4,3.46
[1.72615807e+09],-9.17,-0.37,3.47
[1.72615807e+09],-9.15,-0.37,3.48
[1.72615807e+09],-9.17,-0.34,3.45
[1.72615807e+09],-9.17,-0.37,3.44
[1.72615807e+09],-9.16,-0.39,3.45
[1.72615807e+09],-9.16,-0.37,3.41
[1.72615807e+09],-9.16,-0.38,3.44
[1.72615807e+09],-9.19,-0.42,3.49
[1.72615807e+09],-9.16,-0.42,3.46
[1.72615807e+09],-9.18,-0.41,3.48
[1.72615807e+09],-9.16,-0.37,3.47
[1.72615807e+09],-9.17,-0.38,3.43
[1.72615807e+09],-9.17,-0.38,3.49
[1.72615807e+09],-9.18,-0.41,3.51
[1.72615807e+09],-9.15,-0.41,3.5
[1.72615807e+09],-9.15,-0.41,3.46
[1.72615807e+09],-9.17,-0.4,3.46
[1.72615807e+09],-9.16,-0.43,3.53
[1.72615807e+09],-9.18,-0.42,3.56
[1.72615807e+09],-9.14,-0.42,3.51
[1.72615807e+09],-9.16,-0.4,3.51
[1.72615807e+09],-9.15,-0.39,3.45
[1.72615807e+09],-9.16,-0.4,3.49
[1.72615807e+09],-9.19,-0.39,3.48
[1.72615807e+09],-9.14,-0.42,3.5
[1.72615807e+09],-9.14,-0.41,3.49
[1.72615807e+09],-9.17,-0.43,3.51
[1.72615807e+09],-9.14,-0.46,3.5
[1.72615807e+09],-9.13,-0.44,3.51
[1.72615807e+09],-9.15,-0.42,3.43
[1.72615807e+09],-9.16,-0.42,3.5
[1.72615807e+09],-9.16,-0.42,3.47
[1.72615807e+09],-9.13,-0.44,3.46
[1.72615807e+09],-9.14,-0.42,3.47
[1.72615807e+09],-9.14,-0.39,3.43
[1.72615807e+09],-9.12,-0.41,3.46
[1.72615807e+09],-9.14,-0.38,3.48
[1.72615807e+09],-9.13,-0.39,3.43
[1.72615807e+09],-9.15,-0.4,3.44
[1.72615807e+09],-9.17,-0.4,3.46
[1.72615807e+09],-9.16,-0.37,3.51
[1.72615807e+09],-9.15,-0.41,3.48
[1.72615807e+09],-9.17,-0.43,3.44
[1.72615807e+09],-9.17,-0.42,3.48
[1.72615807e+09],-9.17,-0.42,3.53
[1.72615807e+09],-9.16,-0.43,3.48
[1.72615807e+09],-9.16,-0.43,3.51
[1.72615807e+09],-9.18,-0.39,3.46
[1.72615807e+09],-9.16,-0.44,3.49
[1.72615807e+09],-9.2,-0.44,3.45
[1.72615807e+09],-9.19,-0.41,3.48
[1.72615807e+09],-9.18,-0.38,3.47
[1.72615807e+09],-9.16,-0.4,3.49
[1.72615807e+09],-9.15,-0.45,3.41
[1.72615807e+09],-9.19,-0.45,3.47
[1.72615807e+09],-9.17,-0.39,3.47
[1.72615807e+09],-9.15,-0.42,3.47
[1.72615807e+09],-9.14,-0.42,3.47
[1.72615807e+09],-9.17,-0.4,3.45
[1.72615807e+09],-9.16,-0.39,3.48
[1.72615807e+09],-9.16,-0.4,3.48
[1.72615807e+09],-9.14,-0.39,3.47
[1.72615807e+09],-9.16,-0.4,3.53
[1.72615807e+09],-9.17,-0.45,3.47
[1.72615807e+09],-9.15,-0.4,3.5
[1.72615807e+09],-9.13,-0.38,3.51
[1.72615807e+09],-9.13,-0.42,3.5
[1.72615807e+09],-9.14,-0.42,3.5
[1.72615807e+09],-9.15,-0.42,3.51
[1.72615807e+09],-9.15,-0.39,3.5
[1.72615807e+09],-9.16,-0.38,3.48
[1.72615807e+09],-9.13,-0.38,3.51
[1.72615807e+09],-9.15,-0.39,3.47
[1.72615807e+09],-9.15,-0.43,3.46
[1.72615807e+09],-9.11,-0.4,3.5
[1.72615807e+09],-9.13,-0.43,3.52
[1.72615807e+09],-9.14,-0.42,3.53
[1.72615807e+09],-9.2,-0.43,3.58
[1.72615807e+09],-9.19,-0.38,3.57
[1.72615807e+09],-9.18,-0.39,3.42
[1.72615807e+09],-9.15,-0.4,3.43
[1.72615807e+09],-9.22,-0.38,3.26
[1.72615807e+09],-9.17,-0.41,3.21
[1.72615807e+09],-9.2,-0.41,3.23
[1.72615807e+09],-9.19,-0.43,3.46
[1.72615807e+09],-9.16,-0.41,3.66
[1.72615807e+09],-9.09,-0.46,3.82
[1.72615807e+09],-9.08,-0.46,3.8
[1.72615807e+09],-9.09,-0.47,3.65
[1.72615807e+09],-9.13,-0.41,3.62
[1.72615807e+09],-9.19,-0.4,3.51
[1.72615807e+09],-9.17,-0.4,3.4
[1.72615807e+09],-9.15,-0.4,3.51
[1.72615807e+09],-9.12,-0.39,3.53
[1.72615807e+09],-9.14,-0.36,3.45
[1.72615807e+09],-9.16,-0.41,3.43
[1.72615807e+09],-9.13,-0.37,3.39
[1.72615807e+09],-9.15,-0.38,3.37
[1.72615807e+09],-9.13,-0.39,3.33
[1.72615807e+09],-9.15,-0.38,3.35
[1.72615807e+09],-9.1,-0.39,3.35
[1.72615807e+09],-9.14,-0.41,3.35
[1.72615807e+09],-9.13,-0.41,3.38
[1.72615807e+09],-9.16,-0.38,3.45
[1.72615807e+09],-9.19,-0.41,3.46
[1.72615807e+09],-9.2,-0.37,3.49
[1.72615807e+09],-9.2,-0.37,3.52
[1.72615807e+09],-9.2,-0.41,3.54
[1.72615807e+09],-9.19,-0.34,3.56
[1.72615807e+09],-9.16,-0.34,3.53
[1.72615807e+09],-9.22,-0.37,3.55
[1.72615807e+09],-9.18,-0.37,3.56
[1.72615807e+09],-9.16,-0.39,3.53
[1.72615807e+09],-9.19,-0.41,3.54
[1.72615807e+09],-9.16,-0.43,3.52
[1.72615807e+09],-9.19,-0.39,3.55
[1.72615807e+09],-9.15,-0.44,3.54
[1.72615807e+09],-9.14,-0.44,3.54
[1.72615807e+09],-9.11,-0.44,3.51
[1.72615807e+09],-9.11,-0.41,3.53
[1.72615807e+09],-9.1,-0.38,3.48
[1.72615807e+09],-9.1,-0.41,3.47
[1.72615807e+09],-9.09,-0.42,3.44
[1.72615807e+09],-9.12,-0.38,3.43
[1.72615807e+09],-9.12,-0.38,3.45
[1.72615807e+09],-9.11,-0.4,3.43
[1.72615807e+09],-9.15,-0.41,3.46
[1.72615807e+09],-9.15,-0.4,3.48
[1.72615807e+09],-9.14,-0.4,3.45
[1.72615807e+09],-9.16,-0.38,3.49
[1.72615807e+09],-9.18,-0.4,3.51
[1.72615807e+09],-9.15,-0.41,3.51
[1.72615807e+09],-9.14,-0.38,3.52
[1.72615807e+09],-9.14,-0.42,3.53
[1.72615807e+09],-9.16,-0.42,3.56
[1.72615807e+09],-9.16,-0.47,3.54
[1.72615807e+09],-9.13,-0.42,3.52
[1.72615807e+09],-9.16,-0.37,3.5
[1.72615807e+09],-9.17,-0.37,3.5
[1.72615807e+09],-9.16,-0.38,3.54
[1.72615807e+09],-9.16,-0.43,3.6
[1.72615807e+09],-9.15,-0.47,3.54
[1.72615807e+09],-9.17,-0.47,3.49
[1.72615807e+09],-9.12,-0.47,3.84
[1.72615807e+09],-9.14,-0.39,3.85
[1.72615807e+09],-9.16,-0.39,3.6
[1.72615807e+09],-9.12,-0.36,3.43
[1.72615807e+09],-9.09,-0.35,3.46
[1.72615807e+09],-9.12,-0.36,3.46
[1.72615807e+09],-9.12,-0.41,3.45
[1.72615807e+09],-9.08,-0.46,3.47
[1.72615807e+09],-9.07,-0.49,3.49
[1.72615807e+09],-9.08,-0.49,3.5
[1.72615807e+09],-9.1,-0.49,3.51
[1.72615807e+09],-9.15,-0.48,3.55
[1.72615807e+09],-9.14,-0.44,3.41
[1.72615807e+09],-9.12,-0.42,3.42
[1.72615807e+09],-9.12,-0.38,3.44
[1.72615807e+09],-9.12,-0.35,3.44
[1.72615807e+09],-9.11,-0.35,3.44
[1.72615807e+09],-9.09,-0.33,3.54
[1.72615807e+09],-9.1,-0.38,3.49
[1.72615807e+09],-9.14,-0.4,3.55
[1.72615807e+09],-9.15,-0.42,3.57
[1.72615807e+09],-9.12,-0.39,3.53
[1.72615807e+09],-9.14,-0.38,3.48
[1.72615807e+09],-9.15,-0.42,3.48
[1.72615807e+09],-9.13,-0.4,3.52
[1.72615807e+09],-9.13,-0.41,3.49
[1.72615807e+09],-9.14,-0.41,3.51
[1.72615807e+09],-9.13,-0.42,3.51
[1.72615807e+09],-9.16,-0.42,3.52
[1.72615807e+09],-9.17,-0.46,3.54
[1.72615807e+09],-9.16,-0.44,3.54
[1.72615807e+09],-9.16,-0.45,3.52
[1.72615807e+09],-9.16,-0.43,3.5
[1.72615807e+09],-9.17,-0.41,3.5
[1.72615807e+09],-9.13,-0.41,3.49
[1.72615807e+09],-9.13,-0.42,3.47
[1.72615807e+09],-9.15,-0.46,3.5
[1.72615807e+09],-9.12,-0.45,3.46
[1.72615807e+09],-9.14,-0.43,3.53
[1.72615807e+09],-9.17,-0.43,3.5
[1.72615807e+09],-9.13,-0.44,3.49
[1.72615807e+09],-9.12,-0.43,3.47
[1.72615807e+09],-9.13,-0.43,3.48
[1.72615807e+09],-9.13,-0.41,3.5
[1.72615807e+09],-9.14,-0.44,3.5
[1.72615807e+09],-9.14,-0.42,3.51
[1.72615807e+09],-9.13,-0.44,3.53
[1.72615807e+09],-9.14,-0.42,3.58
[1.72615807e+09],-9.15,-0.42,3.62
[1.72615807e+09],-9.12,-0.39,3.55
[1.72615807e+09],-9.14,-0.4,3.53
[1.72615807e+09],-9.12,-0.43,3.51
[1.72615807e+09],-9.11,-0.38,3.5
[1.72615807e+09],-9.13,-0.41,3.55
[1.72615807e+09],-9.1,-0.43,3.62
[1.72615807e+09],-9.11,-0.43,3.62
[1.72615807e+09],-9.13,-0.43,3.65
[1.72615807e+09],-9.16,-0.41,3.59
[1.72615807e+09],-9.17,-0.39,3.52
[1.72615807e+09],-9.12,-0.39,3.44
[1.72615807e+09],-9.17,-0.35,3.36
[1.72615807e+09],-9.21,-0.37,3.16
[1.72615807e+09],-9.14,-0.42,3.21
[1.72615807e+09],-9.12,-0.45,3.49
[1.72615807e+09],-9.13,-0.47,3.6
[1.72615807e+09],-9.1,-0.52,3.8
[1.72615807e+09],-9.06,-0.48,3.92
[1.72615807e+09],-9.06,-0.47,3.91
[1.72615807e+09],-9.1,-0.42,3.74
[1.72615807e+09],-9.2,-0.37,3.57
[1.72615807e+09],-9.24,-0.36,3.44
[1.72615807e+09],-9.2,-0.4,3.47
[1.72615807e+09],-9.15,-0.44,3.6
[1.72615807e+09],-9.15,-0.44,3.52
[1.72615807e+09],-9.15,-0.45,3.44
[1.72615807e+09],-9.17,-0.41,3.39
[1.72615807e+09],-9.15,-0.39,3.43
[1.72615807e+09],-9.15,-0.36,3.39
[1.72615807e+09],-9.17,-0.36,3.37
[1.72615807e+09],-9.1,-0.37,3.4
[1.72615807e+09],-9.08,-0.4,3.45
[1.72615807e+09],-9.1,-0.37,3.47
[1.72615807e+09],-9.1,-0.42,3.49
[1.72615807e+09],-9.11,-0.45,3.55
[1.72615807e+09],-9.13,-0.45,3.61
[1.72615807e+09],-9.15,-0.38,3.57
[1.72615807e+09],-9.12,-0.38,3.56
[1.72615807e+09],-9.15,-0.36,3.55
[1.72615807e+09],-9.17,-0.34,3.59
[1.72615807e+09],-9.14,-0.31,3.61
[1.72615807e+09],-9.14,-0.36,3.54
[1.72615807e+09],-9.13,-0.36,3.58
[1.72615807e+09],-9.14,-0.39,3.63
[1.72615807e+09],-9.16,-0.4,3.57
[1.72615807e+09],-9.17,-0.38,3.58
[1.72615807e+09],-9.16,-0.39,3.59
[1.72615807e+09],-9.13,-0.41,3.59
[1.72615807e+09],-9.14,-0.42,3.56
[1.72615807e+09],-9.14,-0.4,3.52
[1.72615807e+09],-9.12,-0.42,3.51
[1.72615807e+09],-9.1,-0.38,3.58
[1.72615807e+09],-9.13,-0.4,3.52
[1.72615807e+09],-9.12,-0.43,3.53
[1.72615807e+09],-9.12,-0.42,3.47
[1.72615807e+09],-9.11,-0.39,3.52
[1.72615807e+09],-9.09,-0.41,3.58
[1.72615807e+09],-9.1,-0.39,3.51
[1.72615807e+09],-9.11,-0.38,3.56
[1.72615807e+09],-9.11,-0.41,3.5
[1.72615807e+09],-9.15,-0.41,3.52
[1.72615807e+09],-9.16,-0.39,3.54
[1.72615807e+09],-9.16,-0.42,3.55
[1.72615807e+09],-9.13,-0.4,3.57
[1.72615807e+09],-9.14,-0.41,3.54
[1.72615807e+09],-9.15,-0.4,3.55
[1.72615807e+09],-9.15,-0.41,3.56
[1.72615807e+09],-9.17,-0.41,3.55
[1.72615807e+09],-9.16,-0.42,3.49
[1.72615807e+09],-9.16,-0.43,3.52
[1.72615807e+09],-9.15,-0.46,3.53
[1.72615807e+09],-9.12,-0.51,3.64
[1.72615807e+09],-9.15,-0.46,3.61
[1.72615807e+09],-9.13,-0.49,3.56
[1.72615807e+09],-9.11,-0.47,3.78
[1.72615807e+09],-9.15,-0.39,3.77
[1.72615807e+09],-9.17,-0.37,3.6
[1.72615807e+09],-9.14,-0.36,3.49
[1.72615807e+09],-9.13,-0.37,3.46
[1.72615807e+09],-9.16,-0.38,3.46
[1.72615807e+09],-9.2,-0.42,3.44
[1.72615807e+09],-9.13,-0.42,3.55
[1.72615807e+09],-9.11,-0.47,3.56
[1.72615807e+09],-9.11,-0.51,3.61
[1.72615807e+09],-9.14,-0.51,3.57
[1.72615807e+09],-9.15,-0.5,3.55
[1.72615807e+09],-9.16,-0.47,3.49
[1.72615807e+09],-9.16,-0.43,3.47
[1.72615807e+09],-9.11,-0.43,3.42
[1.72615807e+09],-9.11,-0.35,3.46
[1.72615807e+09],-9.09,-0.35,3.53
[1.72615807e+09],-9.11,-0.39,3.51
[1.72615807e+09],-9.12,-0.33,3.5
[1.72615807e+09],-9.13,-0.38,3.51
[1.72615807e+09],-9.13,-0.36,3.54
[1.72615807e+09],-9.13,-0.36,3.58
[1.72615807e+09],-9.13,-0.37,3.6
[1.72615807e+09],-9.18,-0.45,3.59
[1.72615807e+09],-9.14,-0.47,3.62
[1.72615807e+09],-9.12,-0.44,3.57
[1.72615807e+09],-9.15,-0.44,3.52
[1.72615807e+09],-9.13,-0.45,3.54
[1.72615807e+09],-9.14,-0.44,3.52
[1.72615807e+09],-9.14,-0.47,3.56
[1.72615807e+09],-9.14,-0.42,3.55
[1.72615807e+09],-9.15,-0.41,3.55
[1.72615807e+09],-9.14,-0.43,3.49
[1.72615807e+09],-9.15,-0.46,3.49
[1.72615807e+09],-9.13,-0.41,3.53
[1.72615807e+09],-9.13,-0.42,3.51
[1.72615807e+09],-9.13,-0.39,3.53
[1.72615807e+09],-9.13,-0.41,3.49
[1.72615807e+09],-9.13,-0.42,3.49
[1.72615807e+09],-9.14,-0.39,3.47
[1.72615807e+09],-9.16,-0.4,3.53
[1.72615807e+09],-9.19,-0.42,3.53
[1.72615807e+09],-9.14,-0.45,3.55
[1.72615807e+09],-9.14,-0.42,3.51
[1.72615807e+09],-9.15,-0.42,3.48
[1.72615807e+09],-9.13,-0.39,3.51
[1.72615807e+09],-9.13,-0.4,3.49
[1.72615807e+09],-9.13,-0.39,3.46
[1.72615807e+09],-9.13,-0.42,3.49
[1.72615807e+09],-9.13,-0.41,3.49
[1.72615807e+09],-9.14,-0.42,3.51
[1.72615807e+09],-9.13,-0.4,3.5
[1.72615807e+09],-9.17,-0.4,3.53
[1.72615807e+09],-9.18,-0.39,3.53
[1.72615807e+09],-9.14,-0.4,3.56
[1.72615807e+09],-9.14,-0.38,3.57
[1.72615807e+09],-9.13,-0.37,3.51
[1.72615807e+09],-9.12,-0.38,3.56
[1.72615807e+09],-9.14,-0.4,3.58
[1.72615807e+09],-9.15,-0.4,3.54
[1.72615807e+09],-9.16,-0.38,3.51
[1.72615807e+09],-9.14,-0.39,3.47
[1.72615807e+09],-9.13,-0.4,3.53
[1.72615807e+09],-9.12,-0.41,3.53
[1.72615807e+09],-9.11,-0.41,3.49
[1.72615807e+09],-9.13,-0.4,3.54
[1.72615807e+09],-9.13,-0.39,3.52
[1.72615807e+09],-9.12,-0.39,3.51
[1.72615807e+09],-9.14,-0.43,3.54
[1.72615807e+09],-9.14,-0.44,3.57
[1.72615807e+09],-9.16,-0.42,3.56
[1.72615807e+09],-9.13,-0.4,3.56
[1.72615807e+09],-9.13,-0.41,3.51
[1.72615807e+09],-9.13,-0.38,3.49
[1.72615807e+09],-9.15,-0.4,3.47
[1.72615807e+09],-9.12,-0.4,3.49
[1.72615807e+09],-9.15,-0.42,3.54
[1.72615807e+09],-9.15,-0.42,3.46
[1.72615807e+09],-9.14,-0.42,3.49
[1.72615807e+09],-9.17,-0.42,3.48
[1.72615807e+09],-9.13,-0.43,3.44
[1.72615807e+09],-9.16,-0.41,3.52
[1.72615807e+09],-9.14,-0.42,3.54
[1.72615807e+09],-9.15,-0.42,3.51
[1.72615807e+09],-9.14,-0.42,3.48
[1.72615807e+09],-9.11,-0.42,3.53
[1.72615807e+09],-9.15,-0.43,3.48
[1.72615807e+09],-9.15,-0.45,3.49
[1.72615807e+09],-9.16,-0.4,3.5
[1.72615807e+09],-9.13,-0.44,3.45
[1.72615807e+09],-9.15,-0.44,3.5
[1.72615807e+09],-9.14,-0.44,3.47
[1.72615807e+09],-9.14,-0.42,3.49
[1.72615807e+09],-9.13,-0.44,3.51
[1.72615807e+09],-9.12,-0.39,3.51
[1.72615807e+09],-9.11,-0.41,3.51
[1.72615807e+09],-9.17,-0.43,3.42
[1.72615807e+09],-9.14,-0.41,3.46
[1.72615807e+09],-9.17,-0.39,3.44
[1.72615807e+09],-9.15,-0.39,3.42
[1.72615807e+09],-9.16,-0.42,3.45
[1.72615807e+09],-9.13,-0.4,3.39
[1.72615807e+09],-9.15,-0.39,3.45
[1.72615807e+09],-9.16,-0.39,3.48
[1.72615807e+09],-9.15,-0.4,3.45
[1.72615807e+09],-9.17,-0.42,3.44
[1.72615807e+09],-9.16,-0.4,3.46
[1.72615807e+09],-9.13,-0.42,3.43
[1.72615807e+09],-9.15,-0.39,3.47
[1.72615807e+09],-9.15,-0.38,3.49
[1.72615807e+09],-9.17,-0.4,3.46
[1.72615807e+09],-9.13,-0.41,3.47
[1.72615807e+09],-9.14,-0.4,3.46
[1.72615807e+09],-9.16,-0.45,3.48
[1.72615807e+09],-9.16,-0.4,3.45
[1.72615807e+09],-9.14,-0.39,3.46
[1.72615807e+09],-9.18,-0.43,3.48
[1.72615807e+09],-9.15,-0.41,3.49
[1.72615807e+09],-9.16,-0.4,3.51
