1724928587872,54.45139
1724928587887,57.22545
1724928587981,67.73027
1724928587997,65.32848
1724928588043,50.36942
1724928588059,43.65258
1724928588137,7.941706
1724928588153,0.7625103
1724928588215,-28.00588
1724928588231,-35.01937
1724928588309,-65.63031
1724928588325,-71.01424
1724928588340,-76.96701
1724928588356,-84.11853
1724928588387,-103.4709
1724928588403,-114.9461
1724928588434,-133.3378
1724928588465,-129.2509
1724928588543,-5.985344
1724928588559,20.50795
1724928588575,42.92546
1724928588590,60.7065
1724928588606,73.74402
1724928588622,82.15192
1724928588637,86.13808
1724928588653,86.06079
1724928588668,82.5256
1724928588731,53.89777
1724928588747,48.66244
1724928588793,46.51522
1724928588887,62.59199
1724928588903,61.90549
1724928588918,59.67957
1724928588965,45.38751
1724928588981,38.94065
1724928588997,32.14637
1724928589059,8.522148
1724928589075,5.101273
1724928589090,2.719707
1724928589247,-45.40462
1724928589262,-50.05336
1724928589372,-114.1083
1724928589403,-126.1376
1724928589418,-121.0848
1724928589434,-107.3519
1724928589465,-59.2061
1724928589481,-30.11216
1724928589590,85.00166
1724928589606,83.69427
1724928589668,53.9492
1724928589700,40.81611
1724928589715,37.67659
1724928589731,36.82271
1724928589747,37.90842
1724928589762,40.50146
1724928589778,44.19699
1724928589793,48.54535
1724928589809,52.9514
1724928589825,56.69986
1724928589840,59.11113
1724928589856,59.77535
1724928589872,58.67765
1724928589887,56.18941
1724928589903,52.83457
1724928589918,49.043
1724928589934,44.97492
1724928589950,40.50077
1724928589965,35.38707
1724928589981,29.46956
1724928590012,15.67527
1724928590028,8.557713
1724928590043,1.874183
1724928590059,-4.128949
1724928590075,-9.479268
1724928590090,-14.45778
1724928590106,-19.44891
1724928590122,-24.75054
1724928590184,-47.68918
1724928590278,-81.01218
1724928590294,-91.25693
1724928590356,-118.7838
1724928590372,-110.8352
1724928590387,-94.67589
1724928590403,-71.6782
1724928590419,-44.42007
1724928590434,-15.93866
1724928590450,11.05399
1724928590465,34.61646
1724928590481,53.70823
1724928590497,67.93539
1724928590512,77.2451
1724928590528,81.73685
1724928590544,81.67939
1724928590622,43.82587
1724928590637,37.34689
1724928590700,34.22101
1724928590715,37.39227
1724928590794,49.68447
1724928590809,49.24125
1724928590903,24.65603
1724928590934,11.55389
1724928590965,-0.8366547
