1724928587904,12.0,8.0,61.0
1724928588060,12.0,8.0,61.0
1724928588091,12.0,8.0,61.0
1724928588185,12.0,8.0,61.0
1724928588216,12.0,8.0,61.0
1724928588248,12.0,8.0,61.0
1724928588279,12.0,8.0,61.0
1724928588404,12.0,8.0,61.0
1724928588435,12.0,8.0,61.0
1724928588466,12.0,8.0,61.0
1724928588560,12.0,8.0,61.0
1724928588654,12.0,8.0,61.0
1724928588841,12.0,8.0,61.0
1724928589029,12.0,7.0,61.0
1724928589060,12.0,8.0,61.0
1724928589091,12.0,8.0,61.0
1724928589123,12.0,8.0,61.0
1724928589154,12.0,8.0,61.0
1724928589185,12.0,8.0,61.0
1724928589216,12.0,8.0,61.0
1724928589341,12.0,8.0,61.0
1724928589373,12.0,8.0,61.0
1724928589591,12.0,8.0,61.0
1724928589623,12.0,8.0,61.0
1724928589654,12.0,8.0,61.0
1724928589685,12.0,8.0,61.0
1724928589716,12.0,8.0,61.0
1724928589748,12.0,8.0,61.0
1724928589779,12.0,8.0,61.0
1724928589873,12.0,8.0,61.0
1724928589904,12.0,8.0,61.0
1724928589935,12.0,8.0,61.0
1724928589966,12.0,8.0,61.0
1724928590123,12.0,8.0,61.0
1724928590154,12.0,8.0,61.0
1724928590341,12.0,8.0,61.0
1724928590373,12.0,8.0,61.0
1724928590404,12.0,8.0,61.0
1724928590529,12.0,8.0,61.0
1724928590685,12.0,8.0,61.0
1724928590716,12.0,8.0,61.0
1724928590904,12.0,8.0,61.0
1724928591091,12.0,8.0,61.0
1724928591123,12.0,8.0,61.0
1724928591279,12.0,8.0,61.0
1724928591654,12.0,8.0,61.0
1724928591779,12.0,8.0,61.0
1724928591810,12.0,8.0,61.0
1724928591841,12.0,8.0,61.0
1724928591966,11.0,8.0,61.0
1724928591998,11.0,8.0,61.0
1724928592029,12.0,8.0,61.0
1724928592123,12.0,8.0,61.0
1724928592216,12.0,8.0,61.0
1724928592373,12.0,8.0,61.0
1724928592404,11.0,8.0,61.0
1724928592591,11.0,8.0,61.0
1724928592779,11.0,8.0,61.0
1724928592966,11.0,8.0,61.0
1724928592998,12.0,8.0,61.0
1724928593029,12.0,8.0,60.0
1724928593060,12.0,8.0,61.0
1724928593091,11.0,8.0,61.0
1724928593123,11.0,8.0,61.0
1724928593154,12.0,8.0,61.0
1724928593185,11.0,8.0,61.0
1724928593216,11.0,8.0,61.0
1724928593248,12.0,8.0,61.0
1724928593341,11.0,8.0,61.0
1724928593435,11.0,9.0,60.0
1724928593466,11.0,7.0,61.0
1724928593498,12.0,7.0,61.0
1724928593529,11.0,7.0,61.0
1724928593904,13.0,8.0,60.0
1724928594092,12.0,9.0,60.0
1724928594185,12.0,9.0,61.0
1724928594217,13.0,9.0,61.0
1724928594248,12.0,9.0,61.0
1724928594279,12.0,9.0,61.0
1724928594435,12.0,8.0,61.0
1724928594467,12.0,9.0,61.0
1724928594654,12.0,8.0,60.0
1724928594685,12.0,8.0,61.0
1724928594717,12.0,9.0,61.0
1724928594842,13.0,8.0,60.0
1724928595029,13.0,8.0,61.0
1724928595154,12.0,9.0,60.0
1724928595185,12.0,9.0,60.0
1724928595217,13.0,8.0,60.0
1724928595248,13.0,8.0,60.0
1724928595279,14.0,9.0,61.0
1724928595404,13.0,8.0,60.0
1724928595435,13.0,9.0,60.0
1724928595467,13.0,9.0,61.0
1724928595592,13.0,8.0,60.0
1724928595779,13.0,9.0,60.0
1724928595967,12.0,9.0,61.0
1724928596092,12.0,9.0,59.0
1724928596123,12.0,8.0,59.0
1724928596154,13.0,9.0,61.0
1724928596248,12.0,9.0,60.0
1724928596342,11.0,9.0,61.0
1724928596529,12.0,8.0,60.0
1724928596717,8.0,10.0,60.0
1724928596810,15.0,8.0,60.0
1724928596842,12.0,7.0,63.0
1724928596873,12.0,6.0,62.0
1724928596904,12.0,6.0,61.0
1724928597092,11.0,8.0,61.0
1724928597217,12.0,7.0,61.0
1724928597248,12.0,8.0,60.0
1724928597279,12.0,7.0,60.0
1724928597373,13.0,7.0,60.0
1724928597467,12.0,7.0,61.0
1724928597498,12.0,8.0,60.0
1724928597623,11.0,8.0,61.0
1724928597654,11.0,7.0,61.0
1724928597779,12.0,7.0,61.0
1724928597810,12.0,8.0,61.0
1724928597842,12.0,8.0,60.0
1724928598029,12.0,7.0,61.0
1724928598154,12.0,8.0,60.0
1724928598185,12.0,8.0,61.0
1724928598217,12.0,7.0,61.0
1724928598310,11.0,7.0,61.0
1724928598342,11.0,7.0,61.0
1724928598373,12.0,7.0,61.0
1724928598404,12.0,7.0,61.0
1724928598560,12.0,8.0,61.0
1724928598592,12.0,8.0,61.0
1724928598717,12.0,8.0,60.0
1724928598748,12.0,8.0,60.0
1724928598779,12.0,8.0,60.0
1724928598967,13.0,8.0,60.0
1724928599061,12.0,7.0,61.0
1724928599154,13.0,8.0,60.0
1724928599342,13.0,8.0,60.0
1724928599373,13.0,8.0,60.0
1724928599404,13.0,8.0,61.0
1724928599529,13.0,8.0,61.0
1724928599623,14.0,8.0,60.0
1724928599717,12.0,8.0,61.0
1724928599904,13.0,7.0,61.0
1724928600092,13.0,8.0,61.0
1724928600248,13.0,8.0,60.0
1724928600279,13.0,8.0,60.0
1724928600436,14.0,8.0,61.0
1724928600467,13.0,7.0,61.0
1724928600592,13.0,8.0,61.0
1724928600623,12.0,8.0,61.0
1724928600654,13.0,8.0,61.0
1724928600842,13.0,8.0,61.0
1724928600936,13.0,8.0,60.0
1724928600967,13.0,8.0,60.0
1724928600998,12.0,8.0,60.0
1724928601029,13.0,8.0,61.0
1724928601217,13.0,8.0,61.0
1724928601404,13.0,8.0,60.0
1724928601436,12.0,8.0,60.0
1724928601467,12.0,8.0,60.0
1724928601592,12.0,8.0,60.0
1724928601779,12.0,8.0,60.0
1724928602154,12.0,8.0,60.0
1724928602248,12.0,8.0,61.0
1724928602279,13.0,8.0,61.0
1724928602311,13.0,8.0,61.0
1724928602342,12.0,8.0,60.0
1724928602529,12.0,8.0,60.0
1724928602717,12.0,8.0,61.0
1724928602904,13.0,8.0,61.0
1724928603092,13.0,8.0,61.0
1724928603217,13.0,8.0,60.0
1724928603248,12.0,8.0,60.0
1724928603279,13.0,8.0,61.0
1724928603373,13.0,8.0,61.0
1724928603404,13.0,8.0,61.0
1724928603436,12.0,8.0,60.0
1724928603467,13.0,8.0,61.0
1724928603654,13.0,8.0,60.0
1724928603779,12.0,9.0,61.0
1724928603811,13.0,8.0,60.0
1724928603842,13.0,8.0,61.0
1724928604029,12.0,8.0,61.0
1724928604186,12.0,8.0,60.0
1724928604217,12.0,9.0,60.0
1724928604342,13.0,8.0,61.0
1724928604373,12.0,9.0,61.0
1724928604405,12.0,9.0,60.0
1724928604592,13.0,8.0,60.0
1724928604780,13.0,8.0,61.0
1724928604811,13.0,8.0,61.0
1724928604842,12.0,8.0,61.0
1724928604873,12.0,9.0,60.0
1724928604905,12.0,8.0,61.0
1724928604936,13.0,8.0,61.0
1724928604967,12.0,8.0,61.0
1724928605123,12.0,9.0,60.0
1724928605155,12.0,8.0,60.0
1724928605280,13.0,8.0,60.0
1724928605342,13.0,8.0,61.0
1724928605467,12.0,9.0,60.0
1724928605498,13.0,9.0,61.0
1724928605530,12.0,9.0,60.0
1724928605686,12.0,8.0,60.0
1724928605717,12.0,8.0,61.0
1724928605873,12.0,9.0,61.0
1724928605905,13.0,8.0,60.0
1724928605936,13.0,8.0,61.0
1724928606092,13.0,9.0,61.0
1724928606467,12.0,9.0,60.0
1724928606592,13.0,9.0,60.0
1724928606623,13.0,9.0,61.0
1724928606655,13.0,9.0,60.0
1724928606780,13.0,8.0,61.0
1724928606811,13.0,9.0,61.0
1724928606842,13.0,9.0,60.0
1724928607030,13.0,9.0,60.0
1724928607123,13.0,9.0,60.0
1724928607217,12.0,8.0,61.0
1724928607405,13.0,9.0,61.0
1724928607530,13.0,8.0,61.0
1724928607561,12.0,9.0,61.0
1724928607592,13.0,8.0,61.0
1724928607717,12.0,9.0,61.0
1724928607748,13.0,9.0,61.0
1724928607780,13.0,9.0,60.0
1724928607967,12.0,9.0,60.0
1724928608061,13.0,9.0,61.0
1724928608092,12.0,9.0,61.0
1724928608123,12.0,9.0,60.0
1724928608155,13.0,9.0,60.0
1724928608342,13.0,9.0,61.0
1724928608436,12.0,8.0,61.0
1724928608530,12.0,9.0,60.0
1724928608655,13.0,9.0,61.0
1724928608686,12.0,9.0,60.0
1724928608717,12.0,9.0,60.0
1724928608811,12.0,9.0,61.0
1724928608842,13.0,9.0,60.0
1724928608873,13.0,8.0,60.0
1724928608905,12.0,9.0,61.0
1724928608998,13.0,9.0,60.0
1724928609030,12.0,9.0,61.0
1724928609061,13.0,9.0,60.0
1724928609092,13.0,9.0,61.0
1724928609280,13.0,9.0,60.0
1724928609436,13.0,8.0,61.0
1724928609467,12.0,9.0,61.0
1724928609623,12.0,9.0,60.0
1724928609655,13.0,9.0,60.0
1724928609749,13.0,9.0,61.0
1724928609780,13.0,9.0,60.0
1724928609811,12.0,8.0,61.0
1724928609842,13.0,9.0,60.0
1724928609874,13.0,9.0,60.0
1724928609905,13.0,9.0,60.0
1724928610405,12.0,9.0,60.0
1724928610530,13.0,9.0,60.0
1724928610561,12.0,9.0,61.0
1724928610780,13.0,9.0,61.0
1724928610936,13.0,9.0,61.0
1724928610967,12.0,9.0,61.0
1724928610999,12.0,9.0,60.0
1724928611155,12.0,9.0,61.0
1724928611280,12.0,9.0,60.0
1724928611311,13.0,9.0,60.0
1724928611342,12.0,9.0,61.0
1724928611436,12.0,9.0,61.0
1724928611530,12.0,9.0,60.0
1724928611717,12.0,9.0,60.0
1724928611905,12.0,9.0,61.0
1724928611936,12.0,9.0,60.0
1724928612280,12.0,9.0,60.0
1724928612467,12.0,9.0,61.0
1724928612655,13.0,9.0,60.0
1724928612842,13.0,9.0,61.0
1724928612936,13.0,9.0,60.0
1724928612967,12.0,9.0,61.0
1724928612999,12.0,9.0,61.0
1724928613217,12.0,9.0,61.0
1724928613249,12.0,9.0,60.0
1724928613280,12.0,9.0,60.0
1724928613405,12.0,9.0,61.0
1724928613592,12.0,9.0,60.0
1724928613780,12.0,9.0,61.0
1724928613905,12.0,9.0,60.0
1724928613936,13.0,9.0,61.0
1724928613967,12.0,9.0,61.0
1724928614061,12.0,9.0,60.0
1724928614092,12.0,9.0,60.0
1724928614124,12.0,9.0,61.0
1724928614155,12.0,9.0,60.0
1724928614311,12.0,9.0,60.0
1724928614530,12.0,9.0,61.0
1724928614655,12.0,9.0,60.0
1724928614686,12.0,9.0,60.0
1724928614717,12.0,9.0,61.0
1724928614842,12.0,9.0,60.0
1724928614874,12.0,9.0,61.0
1724928614905,12.0,9.0,61.0
1724928615030,12.0,9.0,61.0
1724928615061,12.0,9.0,61.0
1724928615092,12.0,9.0,60.0
1724928615280,12.0,9.0,61.0
1724928615405,12.0,9.0,61.0
1724928615436,12.0,9.0,61.0
1724928615468,12.0,9.0,61.0
1724928615561,12.0,9.0,61.0
1724928615593,12.0,9.0,60.0
1724928615624,12.0,9.0,61.0
1724928615655,12.0,9.0,61.0
1724928615811,12.0,9.0,61.0
1724928615843,12.0,9.0,60.0
1724928615936,12.0,9.0,60.0
