1726180630418,47.44475
1726180630433,44.60633
1726180630527,24.66082
1726180630574,14.89075
1726180630590,11.5017
1726180630605,8.314621
1726180630699,-7.646672
1726180630762,-15.63587
1726180630777,-17.68515
1726180630840,-34.04239
1726180630933,-28.82216
1726180630949,-16.2288
1726180631027,43.38816
1726180631058,49.99904
1726180631074,48.78198
1726180631090,44.9879
1726180631105,39.23837
1726180631121,32.36078
1726180631168,13.60751
1726180631183,9.957647
1726180631262,9.353635
1726180631277,10.65735
1726180631293,11.87075
1726180631324,13.31282
1726180631340,13.2278
1726180631387,9.336657
1726180631449,-0.08419967
1726180631465,-2.359673
1726180631574,-19.48274
1726180631605,-24.96342
1726180631621,-27.48837
1726180631637,-29.82144
1726180631730,-48.59761
1726180631746,-54.15097
1726180631793,-66.41219
1726180631808,-65.09859
1726180631933,23.80075
1726180631949,29.41703
1726180631965,32.67007
1726180631980,33.8831
1726180632043,24.65586
1726180632058,20.99235
1726180632074,17.91603
1726180632090,15.95319
1726180632121,16.20236
1726180632137,18.20189
1726180632152,20.93968
1726180632168,23.92675
1726180632183,26.7078
1726180632215,30.51589
1726180632230,31.23258
1726180632246,31.05998
1726180632262,29.99335
1726180632308,22.51239
1726180632324,19.27543
1726180632340,16.05597
1726180632480,-10.13214
1726180632496,-13.54235
1726180632558,-25.02861
1726180632590,-28.87799
1726180632605,-30.99512
1726180632621,-33.81445
1726180632637,-37.68706
1726180632652,-42.63267
1726180632668,-48.15967
1726180632746,-44.25759
1726180632777,-17.97931
1726180632824,22.58337
1726180632855,38.48343
1726180632871,42.53415
1726180632887,44.29565
1726180632949,35.76426
1726180632965,32.31348
1726180632996,27.3341
1726180633012,26.20761
1726180633059,27.44946
1726180633152,35.28104
1726180633168,34.70489
1726180633184,33.27363
1726180633293,10.39717
1726180633340,1.472572
1726180633355,-0.8538895
1726180633402,-8.653763
1726180633418,-11.93935
1726180633434,-15.38937
1726180633512,-27.67915
1726180633527,-29.60757
1726180633590,-46.22248
1726180633684,-45.2425
1726180633699,-32.79722
1726180633746,7.435875
1726180633762,17.63061
1726180633840,34.81513
1726180633855,32.72625
1726180633871,29.5559
1726180633965,19.11558
1726180633996,23.41706
1726180634027,28.73966
1726180634043,30.9016
1726180634090,31.95428
1726180634105,30.25928
1726180634121,27.87607
1726180634137,25.20347
1726180634152,22.59747
1726180634199,15.92159
1726180634215,13.50974
1726180634230,10.71979
1726180634371,-10.2397
1726180634387,-13.24079
1726180634434,-21.22272
1726180634449,-23.16384
1726180634465,-24.98717
1726180634527,-37.94775
1726180634543,-43.15753
1726180634559,-48.21598
1726180634668,-10.1297
1726180634684,2.075859
1726180634699,12.5984
1726180634715,20.87943
1726180634762,32.32133
1726180634840,19.69933
1726180634887,12.51383
1726180634902,13.05045
1726180634996,27.37851
1726180635027,26.98742
1726180635043,25.36588
1726180635059,23.11328
1726180635074,20.5316
1726180635184,1.279022
1726180635230,-6.94516
1726180635246,-9.525921
1726180635277,-14.76485
1726180635293,-17.53231
1726180635355,-27.52547
1726180635402,-33.16732
1726180635418,-35.70654
1726180635465,-48.9247
1726180635481,-54.78622
1726180635543,-60.15093
1726180635574,-40.60919
1726180635590,-26.83129
1726180635668,29.84573
1726180635699,36.92946
1726180635746,33.13399
1726180635762,29.71218
1726180635856,22.83286
1726180635918,30.61199
1726180635934,32.1616
1726180635981,32.88511
1726180635996,31.21691
1726180636090,13.94946
1726180636106,10.89812
1726180636137,3.803448
1726180636152,0.108799
1726180636215,-10.46939
1726180636231,-12.45457
1726180636262,-17.28655
1726180636277,-20.11675
1726180636371,-34.8843
1726180636402,-42.67508
1726180636434,-53.2068
1726180636449,-58.25157
1726180636496,-59.62382
1726180636527,-41.42898
1726180636590,11.48919
1726180636606,20.50593
1726180636699,33.25018
1726180636777,22.06287
1726180636793,22.80325
1726180636887,32.23562
1726180636934,32.0715
1726180636949,30.27611
1726180636965,27.72441
1726180637012,19.07295
1726180637027,16.7173
1726180637043,14.58471
1726180637121,1.259857
1726180637137,-1.563656
1726180637184,-8.204334
1726180637215,-12.2094
1726180637262,-20.98137
1726180637277,-24.21493
1726180637293,-27.01674
1726180637309,-29.10847
1726180637324,-30.49898
1726180637340,-31.53218
1726180637465,-61.55207
1726180637481,-59.421
1726180637527,-29.30561
1726180637559,-1.395415
1726180637621,32.96767
1726180637637,36.20384
1726180637652,37.48482
1726180637777,19.01825
1726180637809,22.61327
1726180637824,24.9814
1726180637918,33.96261
1726180637934,32.10788
1726180637981,21.37547
1726180637996,17.46284
1726180638027,11.07576
1726180638043,8.696609
1726180638153,-7.088705
1726180638168,-8.256268
1726180638215,-10.31329
1726180638278,-19.09269
1726180638293,-22.06134
1726180638324,-27.70626
1726180638340,-30.42112
1726180638496,-44.6731
1726180638512,-33.61121
1726180638574,14.49352
1726180638590,22.427
1726180638606,28.09456
1726180638668,29.54531
1726180638684,25.68982
1726180638731,13.37631
1726180638778,11.22316
1726180638840,21.76697
1726180638856,24.41982
1726180638903,26.87588
1726180638934,23.01235
1726180638949,20.2141
1726180638996,13.10472
1726180639012,11.29733
1726180639028,9.307325
1726180639121,-6.981323
1726180639153,-9.936836
1726180639184,-14.1755
1726180639199,-17.16648
1726180639231,-23.78097
1726180639246,-26.82122
1726180639262,-29.58148
1726180639340,-47.11378
1726180639356,-52.50655
1726180639371,-57.94599
1726180639403,-64.91983
1726180639496,-11.30387
1726180639528,12.72898
1726180639543,21.64658
1726180639590,35.22843
1726180639637,31.7827
1726180639668,24.94602
1726180639699,20.28016
1726180639715,19.75367
1726180639762,24.33438
1726180639778,26.94019
1726180639793,29.57274
1726180639824,33.54213
1726180639871,31.83831
1726180639887,29.32863
1726180639934,21.26796
1726180639949,18.97727
1726180639965,16.67043
1726180639981,14.10356
1726180639996,11.19847
1726180640043,1.624171
1726180640059,-1.296567
1726180640168,-22.70303
1726180640184,-26.62229
1726180640215,-33.31627
1726180640231,-35.88859
1726180640293,-47.96209
1726180640371,-63.16043
1726180640387,-57.46434
1726180640403,-47.66648
