1722261240989059840,-35.0,-52.0,6.0
1722261241176569856,-34.0,-53.0,7.0
1722261241364079872,-34.0,-53.0,6.0
1722261241551579904,-35.0,-53.0,6.0
1722261241676590080,-35.0,-53.0,6.0
1722261241707840000,-35.0,-53.0,6.0
1722261241739089920,-35.0,-53.0,6.0
1722261241832849920,-35.0,-53.0,6.0
1722261241864100096,-35.0,-53.0,6.0
1722261241895350016,-35.0,-53.0,6.0
1722261241926599936,-35.0,-53.0,6.0
1722261242114109952,-35.0,-53.0,6.0
1722261242270370048,-35.0,-53.0,6.0
1722261242301619968,-36.0,-53.0,6.0
1722261242489129984,-35.0,-53.0,6.0
1722261242614129920,-35.0,-53.0,6.0
1722261242645380096,-35.0,-53.0,6.0
1722261242676640000,-35.0,-53.0,6.0
1722261242864140032,-35.0,-54.0,6.0
1722261243051650048,-35.0,-53.0,6.0
1722261243176659968,-35.0,-53.0,6.0
1722261243207910144,-35.0,-53.0,6.0
1722261243239160064,-34.0,-53.0,6.0
1722261243426670080,-35.0,-54.0,6.0
1722261243457920000,-34.0,-53.0,6.0
1722261243551680000,-34.0,-54.0,6.0
1722261243582930176,-35.0,-53.0,6.0
1722261243614180096,-35.0,-53.0,6.0
1722261243770440192,-34.0,-53.0,6.0
1722261243801690112,-34.0,-53.0,6.0
1722261243989200128,-35.0,-53.0,6.0
1722261244145450240,-34.0,-53.0,6.0
1722261244176709888,-35.0,-53.0,6.0
1722261244364209920,-35.0,-53.0,6.0
1722261244551719936,-35.0,-54.0,6.0
1722261244645479936,-34.0,-53.0,6.0
1722261244739229952,-35.0,-53.0,6.0
1722261244770479872,-35.0,-53.0,6.0
1722261244801729792,-34.0,-53.0,6.0
1722261244832989952,-34.0,-53.0,6.0
1722261244864239872,-35.0,-53.0,6.0
1722261244895490048,-34.0,-53.0,6.0
1722261244926739968,-34.0,-53.0,6.0
1722261245083000064,-34.0,-53.0,6.0
1722261245489270016,-35.0,-53.0,6.0
1722261245583020032,-35.0,-53.0,7.0
1722261245614269952,-35.0,-53.0,6.0
1722261245645519872,-35.0,-53.0,6.0
1722261245676770048,-34.0,-53.0,6.0
1722261245864280064,-35.0,-53.0,7.0
1722261245895539968,-35.0,-53.0,6.0
1722261246051790080,-34.0,-53.0,6.0
1722261246083040000,-35.0,-53.0,6.0
1722261246239300096,-35.0,-53.0,6.0
1722261246270550016,-35.0,-53.0,6.0
1722261246301799936,-35.0,-53.0,6.0
1722261246333060096,-34.0,-53.0,6.0
1722261246364310016,-34.0,-53.0,6.0
1722261246395559936,-35.0,-53.0,6.0
1722261246426810112,-34.0,-53.0,6.0
1722261246520560128,-34.0,-53.0,7.0
1722261246614320128,-35.0,-53.0,6.0
1722261246801830144,-34.0,-53.0,7.0
1722261246895580160,-34.0,-53.0,6.0
1722261246989340160,-34.0,-53.0,6.0
1722261247020590080,-34.0,-53.0,6.0
1722261247145590016,-34.0,-53.0,6.0
1722261247364350208,-34.0,-53.0,7.0
1722261247395600128,-34.0,-53.0,6.0
1722261247426860032,-34.0,-53.0,6.0
1722261247551859968,-34.0,-53.0,6.0
1722261247708120064,-34.0,-53.0,6.0
1722261247739369984,-35.0,-53.0,6.0
1722261247926880000,-34.0,-53.0,7.0
1722261247958129920,-34.0,-53.0,6.0
1722261248114390016,-34.0,-53.0,6.0
1722261248301900032,-34.0,-53.0,6.0
1722261248489410048,-34.0,-53.0,6.0
1722261248583159808,-34.0,-53.0,6.0
1722261248614409984,-35.0,-53.0,7.0
1722261248645659904,-34.0,-53.0,7.0
1722261248676909824,-34.0,-53.0,6.0
1722261248864419840,-35.0,-53.0,6.0
1722261249051929856,-34.0,-54.0,6.0
1722261249208189952,-34.0,-53.0,7.0
1722261249239439872,-35.0,-53.0,6.0
1722261249395699968,-34.0,-54.0,6.0
1722261249426949888,-35.0,-53.0,6.0
1722261249801969920,-35.0,-53.0,6.0
1722261249958220032,-35.0,-53.0,6.0
1722261249989469952,-35.0,-53.0,6.0
1722261250145730048,-34.0,-53.0,6.0
1722261250176979968,-35.0,-53.0,6.0
1722261250270739968,-34.0,-53.0,7.0
1722261250301990144,-34.0,-53.0,6.0
1722261250333240064,-34.0,-53.0,6.0
1722261250364489984,-35.0,-53.0,6.0
1722261250552000000,-35.0,-53.0,6.0
1722261250739510016,-34.0,-53.0,6.0
1722261250895770112,-34.0,-53.0,6.0
1722261250927020032,-34.0,-53.0,7.0
1722261250958269952,-35.0,-53.0,6.0
1722261250989520128,-34.0,-53.0,6.0
1722261251020770048,-34.0,-53.0,6.0
1722261251052019968,-34.0,-53.0,6.0
1722261251083280128,-34.0,-53.0,6.0
1722261251114530048,-35.0,-53.0,6.0
1722261251458290176,-34.0,-53.0,6.0
1722261251677050112,-35.0,-53.0,6.0
1722261251770809856,-35.0,-53.0,6.0
