1726180627282,65.08173
1726180629126,63.99702
1726180632954,60.94956
1726180638688,63.99704
1726180642501,62.94791
1726180643470,61.93262
1726180644439,61.93262
1726180645361,65.08173
1726180648189,62.94789
1726180649080,67.3653
1726180650908,66.20383
1726180652705,66.20383
1726180662768,67.3653
1726180663674,66.20383
1726180664627,62.94791
1726180666409,67.3653
1726180667315,66.20383
1726180687159,69.81495
1726180689785,66.20383
1726180690738,62.94791
1726180691675,63.99704
1726180692628,62.94791
1726180694566,60.94956
1726180696488,63.99704
1726180697441,62.94791
1726180698394,62.94791
1726180700238,66.20383
1726180705957,61.93262
1726180724927,60.94956
1726180725958,58.17913
1726180727005,57.31077
1726180731052,59.99723
1726180732943,63.99704
1726180736490,71.10782
1726180737365,68.56825
1726180752131,59.99723
